policy,replication,n_patients,intervention_count,readmissions,readmission_rate,mean_transition_probability,no_intervention_readmissions,no_intervention_rate,prevented_vs_no_intervention,absolute_reduction,relative_reduction,intervention_efficiency
random,97,10728,1073,1305,0.12164429530201343,0.12113544967855848,1326,0.12360178970917227,21,0.0019574944071588385,0.015837104072398203,0.0195712954333644
risk_based,97,10728,1073,1196,0.11148396718866517,0.11077668193383391,1326,0.12360178970917227,130,0.012117822520507096,0.0980392156862746,0.1211556383970177
network_informed,97,10728,1073,1215,0.11325503355704698,0.11241783754658474,1326,0.12360178970917227,111,0.010346756152125283,0.08371040723981903,0.10344827586206896
no_intervention,98,10728,0,1296,0.12080536912751678,0.12342287122431879,1296,0.12080536912751678,0,0.0,0.0,
random,98,10728,1073,1272,0.1185682326621924,0.12087261085365437,1296,0.12080536912751678,24,0.002237136465324391,0.018518518518518566,0.022367194780987885
risk_based,98,10728,1073,1153,0.10747576435495898,0.11077668193383391,1296,0.12080536912751678,143,0.013329604772557804,0.1103395061728396,0.13327120223671948
network_informed,98,10728,1073,1176,0.10961968680089486,0.11241783754658474,1296,0.12080536912751678,120,0.011185682326621926,0.0925925925925926,0.11183597390493942
no_intervention,99,10728,0,1324,0.12341536167039523,0.12342287122431879,1324,0.12341536167039523,0,0.0,0.0,
random,99,10728,1073,1298,0.12099179716629381,0.12100120514428311,1324,0.12341536167039523,26,0.0024235645041014164,0.019637462235649543,0.024231127679403542
risk_based,99,10728,1073,1188,0.11073825503355705,0.11077668193383391,1324,0.12341536167039523,136,0.012677106636838173,0.10271903323262833,0.1267474370922647
network_informed,99,10728,1073,1208,0.11260253542132737,0.11241783754658474,1324,0.12341536167039523,116,0.010812826249067861,0.08761329305135952,0.10810810810810811
